Central America and the Caribbean,Grenada,Beverages,Offline,C,5/3/2011,189504134,5/13/2011,7339,47.45,31.79,348235.55,233306.81,114928.74
Europe,Croatia,Meat,Online,H,4/7/2010,355556046,5/21/2010,5790,421.89,364.69,2442743.10,2111555.10,331188.00
Sub-Saharan Africa,Gabon,Fruits,Online,L,1/27/2016,108480823,2/1/2016,741,9.33,6.92,6913.53,5127.72,1785.81
Asia,Malaysia,Cereal,Offline,H,2/9/2010,246764791,3/20/2010,2040,205.70,117.11,419628.00,238904.40,180723.60
Sub-Saharan Africa,Mauritania,Fruits,Online,L,6/11/2016,739206779,7/4/2016,6567,9.33,6.92,61270.11,45443.64,15826.47
Europe,Luxembourg,Office Supplies,Offline,C,10/10/2014,274918115,10/12/2014,3234,651.21,524.96,2106013.14,1697720.64,408292.50
Sub-Saharan Africa,Central African Republic,Personal Care,Offline,H,5/13/2012,313322627,5/20/2012,7983,81.73,56.67,652450.59,452396.61,200053.98
Europe,Italy,Meat,Offline,M,7/19/2017,134156644,8/22/2017,8787,421.89,364.69,3707147.43,3204531.03,502616.40
Central America and the Caribbean,Dominica,Beverages,Offline,H,3/19/2013,887468993,4/3/2013,651,47.45,31.79,30889.95,20695.29,10194.66
Europe,Belgium,Office Supplies,Offline,C,8/10/2013,643621003,9/28/2013,612,651.21,524.96,398540.52,321275.52,77265.00
Sub-Saharan Africa,Uganda,Meat,Online,H,2/10/2015,243286502,2/27/2015,2737,421.89,364.69,1154712.93,998156.53,156556.40
Sub-Saharan Africa,Cape Verde,Household,Offline,M,3/3/2015,147451817,3/24/2015,3124,668.27,502.54,2087675.48,1569934.96,517740.52
Europe,Denmark,Vegetables,Online,C,1/29/2016,887415778,3/15/2016,4904,154.06,90.93,755510.24,445920.72,309589.52
Europe,Ireland,Clothes,Offline,M,8/16/2013,814789712,9/26/2013,3237,109.28,35.84,353739.36,116014.08,237725.28
Sub-Saharan Africa,Liberia,Cosmetics,Online,L,1/9/2016,151497447,2/22/2016,316,437.20,263.33,138155.20,83212.28,54942.92
Europe,Lithuania,Clothes,Offline,H,5/28/2017,539775311,6/4/2017,365,109.28,35.84,39887.20,13081.60,26805.60
Europe,Portugal,Personal Care,Offline,M,10/2/2016,992172133,10/22/2016,4637,81.73,56.67,378982.01,262778.79,116203.22
Asia,Malaysia,Household,Online,H,2/12/2014,141549241,3/20/2014,6421,668.27,502.54,4290961.67,3226809.34,1064152.33
Sub-Saharan Africa,Ghana,Snacks,Offline,L,5/24/2014,291080462,7/8/2014,6032,152.58,97.44,920362.56,587758.08,332604.48
Australia and Oceania,Fiji,Baby Food,Offline,C,12/23/2015,664252126,12/23/2015,5820,255.28,159.42,1485729.60,927824.40,557905.20
Europe,Iceland,Baby Food,Offline,H,7/15/2014,554863059,9/1/2014,5164,255.28,159.42,1318265.92,823244.88,495021.04
Sub-Saharan Africa,Guinea-Bissau,Vegetables,Offline,M,5/18/2014,677024590,6/29/2014,5476,154.06,90.93,843632.56,497932.68,345699.88
Middle East and North Africa,Oman,Clothes,Offline,H,2/1/2017,915160548,2/27/2017,5198,109.28,35.84,568037.44,186296.32,381741.12
Sub-Saharan Africa,Benin,Household,Online,L,3/4/2010,774007260,3/13/2010,4803,668.27,502.54,3209700.81,2413699.62,796001.19
