Central America and the Caribbean,Trinidad and Tobago,Fruits,Online,M,1/21/2017,212736785,2/2/2017,2397,9.33,6.92,22364.01,16587.24,5776.77
Sub-Saharan Africa,Swaziland,Meat,Offline,M,12/11/2013,994352662,12/22/2013,9904,421.89,364.69,4178398.56,3611889.76,566508.80
Australia and Oceania,Tonga,Vegetables,Offline,L,9/12/2010,262450778,10/5/2010,3872,154.06,90.93,596520.32,352080.96,244439.36
Australia and Oceania,Samoa ,Vegetables,Online,C,6/11/2010,953017461,7/14/2010,7900,154.06,90.93,1217074.00,718347.00,498727.00
Middle East and North Africa,Yemen,Fruits,Online,C,8/1/2013,672351539,8/16/2013,2616,9.33,6.92,24407.28,18102.72,6304.56
Middle East and North Africa,Israel,Meat,Online,H,1/5/2014,247064340,1/11/2014,683,421.89,364.69,288150.87,249083.27,39067.60
Europe,Moldova ,Household,Offline,H,6/25/2010,574079692,7/28/2010,1793,668.27,502.54,1198208.11,901054.22,297153.89
Central America and the Caribbean,Cuba,Cosmetics,Online,M,5/14/2010,370633924,6/15/2010,7669,437.20,263.33,3352886.80,2019477.77,1333409.03
Central America and the Caribbean,Panama,Fruits,Online,C,10/6/2010,224275863,11/7/2010,7067,9.33,6.92,65935.11,48903.64,17031.47
Europe,Portugal,Cosmetics,Offline,M,5/26/2017,342866837,6/18/2017,771,437.20,263.33,337081.20,203027.43,134053.77
Europe,Czech Republic,Cosmetics,Online,H,7/24/2010,104580676,8/27/2010,6601,437.20,263.33,2885957.20,1738241.33,1147715.87
Europe,Iceland,Fruits,Offline,C,1/13/2017,307903707,1/19/2017,4404,9.33,6.92,41089.32,30475.68,10613.64
Middle East and North Africa,Bahrain,Meat,Offline,H,6/17/2015,921634757,7/8/2015,1060,421.89,364.69,447203.40,386571.40,60632.00
Asia,Thailand,Clothes,Online,L,10/25/2015,634885156,11/14/2015,5481,109.28,35.84,598963.68,196439.04,402524.64
Asia,Mongolia,Baby Food,Online,L,3/24/2010,907078731,4/30/2010,3609,255.28,159.42,921305.52,575346.78,345958.74
Sub-Saharan Africa,The Gambia,Snacks,Online,H,8/6/2014,117951810,8/21/2014,3417,152.58,97.44,521365.86,332952.48,188413.38
Middle East and North Africa,United Arab Emirates,Cosmetics,Offline,C,10/25/2011,317553222,12/3/2011,9910,437.20,263.33,4332652.00,2609600.30,1723051.70
Central America and the Caribbean,Cuba,Office Supplies,Online,H,2/16/2016,476244294,2/20/2016,125,651.21,524.96,81401.25,65620.00,15781.25
Asia,Taiwan,Vegetables,Online,M,5/5/2016,534698855,6/22/2016,8128,154.06,90.93,1252199.68,739079.04,513120.64
Asia,Vietnam,Cosmetics,Offline,H,6/25/2017,953903234,7/10/2017,19,437.20,263.33,8306.80,5003.27,3303.53
Europe,Czech Republic,Meat,Online,H,4/7/2014,465156257,5/21/2014,8928,421.89,364.69,3766633.92,3255952.32,510681.60
Middle East and North Africa,Somalia,Meat,Offline,M,1/19/2010,120069253,2/22/2010,15,421.89,364.69,6328.35,5470.35,858.00
Sub-Saharan Africa,Mozambique,Meat,Offline,L,1/21/2013,140566051,2/14/2013,5473,421.89,364.69,2309003.97,1995948.37,313055.60
Australia and Oceania,East Timor,Meat,Online,H,5/31/2017,368882977,6/14/2017,9525,421.89,364.69,4018502.25,3473672.25,544830.00
Sub-Saharan Africa,Guinea-Bissau,Clothes,Offline,L,7/12/2014,717568862,8/26/2014,3427,109.28,35.84,374502.56,122823.68,251678.88
Europe,Spain,Cereal,Offline,L,1/9/2012,719485032,1/26/2012,464,205.70,117.11,95444.80,54339.04,41105.76
Central America and the Caribbean,Haiti,Personal Care,Offline,L,10/20/2014,877805316,11/14/2014,955,81.73,56.67,78052.15,54119.85,23932.30
Europe,Ukraine,Baby Food,Online,H,9/4/2013,416016042,9/24/2013,7246,255.28,159.42,1849758.88,1155157.32,694601.56
Asia,Bhutan,Cereal,Offline,H,11/23/2011,427916038,1/10/2012,8720,205.70,117.11,1793704.00,1021199.20,772504.80
Sub-Saharan Africa,Guinea-Bissau,Meat,Offline,L,10/5/2013,727616631,10/16/2013,6785,421.89,364.69,2862523.65,2474421.65,388102.00
Sub-Saharan Africa,Swaziland,Baby Food,Online,H,4/16/2013,299541652,4/23/2013,9886,255.28,159.42,2523698.08,1576026.12,947671.96
Europe,Cyprus,Snacks,Online,C,2/19/2013,448427426,4/2/2013,8495,152.58,97.44,1296167.10,827752.80,468414.30
Europe,Monaco,Clothes,Online,C,3/23/2013,749322783,4/3/2013,118,109.28,35.84,12895.04,4229.12,8665.92
Europe,Romania,Beverages,Online,C,7/21/2014,397589051,8/14/2014,4290,47.45,31.79,203560.50,136379.10,67181.40
Asia,Kyrgyzstan,Clothes,Online,H,5/24/2015,458900058,6/22/2015,7580,109.28,35.84,828342.40,271667.20,556675.20
Sub-Saharan Africa,Gabon,Vegetables,Online,L,1/31/2015,719242131,3/8/2015,8585,154.06,90.93,1322605.10,780634.05,541971.05
Europe,Poland,Baby Food,Online,M,3/29/2010,134914100,5/11/2010,2935,255.28,159.42,749246.80,467897.70,281349.10
Australia and Oceania,Solomon Islands,Personal Care,Online,L,9/9/2013,882527291,9/23/2013,8292,81.73,56.67,677705.16,469907.64,207797.52
North America,Greenland,Cosmetics,Offline,L,10/27/2012,709005534,12/15/2012,9348,437.20,263.33,4086945.60,2461608.84,1625336.76
Middle East and North Africa,Libya,Household,Online,M,3/27/2011,581585156,4/6/2011,2827,668.27,502.54,1889199.29,1420680.58,468518.71
Europe,San Marino,Beverages,Offline,M,5/17/2017,637814986,5/18/2017,2483,47.45,31.79,117818.35,78934.57,38883.78
Sub-Saharan Africa,Cote d'Ivoire,Personal Care,Online,C,6/19/2010,635556352,7/27/2010,4103,81.73,56.67,335338.19,232517.01,102821.18
Sub-Saharan Africa,Republic of the Congo,Meat,Offline,C,6/11/2012,402983081,7/4/2012,504,421.89,364.69,212632.56,183803.76,28828.80
Asia,Nepal,Cereal,Online,M,1/10/2016,288581502,2/2/2016,6534,205.70,117.11,1344043.80,765196.74,578847.06
Sub-Saharan Africa,Zimbabwe,Beverages,Offline,H,3/14/2011,711150443,4/28/2011,4074,47.45,31.79,193311.30,129512.46,63798.84
Asia,Sri Lanka,Vegetables,Online,C,9/26/2011,809801232,9/30/2011,7035,154.06,90.93,1083812.10,639692.55,444119.55
Asia,Bhutan,Beverages,Offline,C,7/18/2013,693957698,7/28/2013,6359,47.45,31.79,301734.55,202152.61,99581.94
Sub-Saharan Africa,Mozambique,Household,Offline,H,8/7/2013,993356168,9/8/2013,5019,668.27,502.54,3354047.13,2522248.26,831798.87
Middle East and North Africa,Egypt,Cereal,Online,L,9/20/2013,608045470,10/19/2013,3022,205.70,117.11,621625.40,353906.42,267718.98
North America,Greenland,Baby Food,Offline,M,10/17/2016,758386933,11/7/2016,2401,255.28,159.42,612927.28,382767.42,230159.86
Sub-Saharan Africa,Mozambique,Personal Care,Offline,L,6/2/2015,935054385,6/21/2015,2226,81.73,56.67,181930.98,126147.42,55783.56
Sub-Saharan Africa,Malawi,Snacks,Offline,H,10/27/2010,249034154,12/12/2010,3595,152.58,97.44,548525.10,350296.80,198228.30
Central America and the Caribbean,Saint Lucia,Household,Online,C,8/28/2016,581625068,9/10/2016,4637,668.27,502.54,3098767.99,2330277.98,768490.01
Europe,Macedonia,Household,Online,M,5/12/2017,734438455,6/27/2017,5514,668.27,502.54,3684840.78,2771005.56,913835.22
Central America and the Caribbean,Barbados,Snacks,Online,H,5/9/2017,479398143,5/14/2017,3419,152.58,97.44,521671.02,333147.36,188523.66
Europe,Moldova ,Household,Online,M,7/21/2014,108740460,8/11/2014,7574,668.27,502.54,5061476.98,3806237.96,1255239.02
Sub-Saharan Africa,Gabon,Snacks,Offline,L,9/24/2011,885014235,9/28/2011,4234,152.58,97.44,646023.72,412560.96,233462.76
Middle East and North Africa,Afghanistan,Clothes,Offline,H,9/20/2012,991080796,10/26/2012,1686,109.28,35.84,184246.08,60426.24,123819.84
Central America and the Caribbean,Panama,Snacks,Offline,M,1/24/2011,480113971,2/22/2011,5248,152.58,97.44,800739.84,511365.12,289374.72
Asia,Tajikistan,Office Supplies,Offline,L,7/5/2016,825600087,7/20/2016,2267,651.21,524.96,1476293.07,1190084.32,286208.75
Sub-Saharan Africa,Tanzania,Beverages,Offline,M,5/16/2013,871337974,5/27/2013,7124,47.45,31.79,338033.80,226471.96,111561.84
Asia,Vietnam,Fruits,Online,M,4/24/2017,881438958,6/12/2017,6230,9.33,6.92,58125.90,43111.60,15014.30
Europe,Netherlands,Snacks,Online,M,12/28/2010,290326869,2/13/2011,3027,152.58,97.44,461859.66,294950.88,166908.78
Europe,Albania,Vegetables,Offline,H,12/27/2015,852738034,2/3/2016,2989,154.06,90.93,460485.34,271789.77,188695.57
Europe,Russia,Cereal,Online,H,4/19/2013,793721282,5/31/2013,8620,205.70,117.11,1773134.00,1009488.20,763645.80
Sub-Saharan Africa,Mali,Personal Care,Online,L,4/13/2015,658637940,5/27/2015,4458,81.73,56.67,364352.34,252634.86,111717.48
Europe,Liechtenstein,Beverages,Online,H,6/2/2016,163161838,6/18/2016,2068,47.45,31.79,98126.60,65741.72,32384.88
Europe,Belarus,Household,Online,C,4/8/2012,443279302,5/23/2012,5051,668.27,502.54,3375431.77,2538329.54,837102.23
Sub-Saharan Africa,Uganda,Meat,Online,M,10/20/2010,905289161,10/23/2010,4035,421.89,364.69,1702326.15,1471524.15,230802.00
North America,Mexico,Beverages,Online,M,6/27/2013,575802743,7/25/2013,1682,47.45,31.79,79810.90,53470.78,26340.12
Sub-Saharan Africa,Zambia,Meat,Online,C,7/1/2011,351743876,8/17/2011,7684,421.89,364.69,3241802.76,2802277.96,439524.80
Central America and the Caribbean,El Salvador,Meat,Offline,C,3/21/2012,750348889,5/6/2012,3766,421.89,364.69,1588837.74,1373422.54,215415.20
Central America and the Caribbean,Dominican Republic,Office Supplies,Offline,C,9/28/2012,559166610,10/1/2012,8681,651.21,524.96,5653154.01,4557177.76,1095976.25
Sub-Saharan Africa,The Gambia,Office Supplies,Online,C,3/22/2011,886058366,3/31/2011,3215,651.21,524.96,2093640.15,1687746.40,405893.75
Europe,Hungary,Household,Offline,L,8/30/2010,209197986,10/13/2010,5188,668.27,502.54,3466984.76,2607177.52,859807.24
Central America and the Caribbean,Cuba,Cosmetics,Offline,H,2/18/2015,227071797,4/6/2015,4446,437.20,263.33,1943791.20,1170765.18,773026.02
Australia and Oceania,Fiji,Cereal,Offline,H,11/4/2010,908478629,12/24/2010,7870,205.70,117.11,1618859.00,921655.70,697203.30
Sub-Saharan Africa,Seychelles ,Fruits,Offline,M,5/7/2015,942529809,6/22/2015,4370,9.33,6.92,40772.10,30240.40,10531.70
Middle East and North Africa,Lebanon,Household,Online,H,3/13/2013,888649165,3/29/2013,9891,668.27,502.54,6609858.57,4970623.14,1639235.43
Central America and the Caribbean,Trinidad and Tobago,Snacks,Online,L,9/20/2012,926573026,9/26/2012,2404,152.58,97.44,366802.32,234245.76,132556.56
Europe,Finland,Clothes,Offline,H,12/17/2011,406350219,12/17/2011,6915,109.28,35.84,755671.20,247833.60,507837.60
Middle East and North Africa,United Arab Emirates,Snacks,Online,L,1/3/2010,998342072,2/16/2010,459,152.58,97.44,70034.22,44724.96,25309.26
Sub-Saharan Africa,Madagascar,Clothes,Online,L,10/28/2010,843222415,11/19/2010,7106,109.28,35.84,776543.68,254679.04,521864.64
Middle East and North Africa,Qatar,Clothes,Offline,L,11/8/2011,401977574,12/12/2011,2952,109.28,35.84,322594.56,105799.68,216794.88
Middle East and North Africa,Qatar,Personal Care,Offline,M,5/21/2015,205906379,6/3/2015,1128,81.73,56.67,92191.44,63923.76,28267.68
Europe,Germany,Cosmetics,Offline,L,3/20/2017,406620156,4/2/2017,6795,437.20,263.33,2970774.00,1789327.35,1181446.65
Central America and the Caribbean,Belize,Cereal,Offline,M,5/29/2010,326042735,6/17/2010,2146,205.70,117.11,441432.20,251318.06,190114.14
Sub-Saharan Africa,Chad,Cosmetics,Offline,C,10/24/2011,706410443,11/27/2011,1403,437.20,263.33,613391.60,369451.99,243939.61
Australia and Oceania,Tuvalu,Clothes,Offline,L,11/2/2012,560272109,12/19/2012,5822,109.28,35.84,636228.16,208660.48,427567.68
Central America and the Caribbean,Barbados,Household,Offline,L,7/15/2013,320489060,7/25/2013,8690,668.27,502.54,5807266.30,4367072.60,1440193.70
Australia and Oceania,East Timor,Beverages,Online,C,3/27/2011,490235126,4/12/2011,323,47.45,31.79,15326.35,10268.17,5058.18
Europe,Slovakia,Fruits,Offline,L,11/22/2011,292996633,12/9/2011,3069,9.33,6.92,28633.77,21237.48,7396.29
Asia,Japan,Meat,Online,C,3/8/2011,822572410,3/16/2011,6310,421.89,364.69,2662125.90,2301193.90,360932.00
Europe,Andorra,Vegetables,Offline,L,5/30/2013,993073785,7/13/2013,1456,154.06,90.93,224311.36,132394.08,91917.28
Middle East and North Africa,Yemen,Office Supplies,Offline,M,8/5/2012,688924586,8/23/2012,6949,651.21,524.96,4525258.29,3647947.04,877311.25
Australia and Oceania,Tonga,Cosmetics,Online,L,5/20/2011,314861142,6/30/2011,3264,437.20,263.33,1427020.80,859509.12,567511.68
Sub-Saharan Africa,Kenya,Cosmetics,Online,H,4/11/2017,345932281,4/15/2017,7904,437.20,263.33,3455628.80,2081360.32,1374268.48
Sub-Saharan Africa,Zambia,Personal Care,Online,L,2/16/2016,877499330,3/8/2016,406,81.73,56.67,33182.38,23008.02,10174.36
Asia,Bhutan,Beverages,Offline,H,10/11/2013,275236117,11/16/2013,7338,47.45,31.79,348188.10,233275.02,114913.08
Central America and the Caribbean,Grenada,Fruits,Offline,M,2/22/2017,125128972,3/5/2017,7298,9.33,6.92,68090.34,50502.16,17588.18
Central America and the Caribbean,Jamaica,Snacks,Offline,L,4/8/2015,283476722,5/23/2015,5916,152.58,97.44,902663.28,576455.04,326208.24
Sub-Saharan Africa,Sierra Leone,Personal Care,Online,M,5/26/2013,226890695,7/15/2013,853,81.73,56.67,69715.69,48339.51,21376.18
North America,United States of America,Personal Care,Offline,H,1/29/2014,402294719,2/24/2014,6802,81.73,56.67,555927.46,385469.34,170458.12
Sub-Saharan Africa,Gabon,Household,Online,M,4/29/2013,876925122,6/6/2013,486,668.27,502.54,324779.22,244234.44,80544.78
Australia and Oceania,Palau,Clothes,Online,H,1/7/2012,888330733,2/13/2012,5660,109.28,35.84,618524.80,202854.40,415670.40
Central America and the Caribbean,The Bahamas,Office Supplies,Offline,M,2/5/2012,194372880,3/14/2012,8109,651.21,524.96,5280661.89,4256900.64,1023761.25
Europe,Belarus,Personal Care,Online,H,10/12/2012,423225390,11/27/2012,653,81.73,56.67,53369.69,37005.51,16364.18
Sub-Saharan Africa,Niger,Personal Care,Online,H,5/11/2014,123374593,6/7/2014,8139,81.73,56.67,665200.47,461237.13,203963.34
Middle East and North Africa,Oman,Cosmetics,Online,C,5/23/2014,613619315,6/29/2014,2446,437.20,263.33,1069391.20,644105.18,425286.02
Europe,Ireland,Meat,Offline,H,7/4/2011,133070886,8/17/2011,7487,421.89,364.69,3158690.43,2730434.03,428256.40
Central America and the Caribbean,Trinidad and Tobago,Cosmetics,Offline,H,10/2/2016,591153132,10/6/2016,4203,437.20,263.33,1837551.60,1106775.99,730775.61
Middle East and North Africa,Turkey,Vegetables,Offline,M,12/18/2011,817602384,1/25/2012,5569,154.06,90.93,857960.14,506389.17,351570.97
Sub-Saharan Africa,Lesotho,Fruits,Offline,L,2/7/2014,612467467,2/11/2014,1589,9.33,6.92,14825.37,10995.88,3829.49
Sub-Saharan Africa,Ethiopia,Beverages,Offline,M,11/30/2010,296109712,12/24/2010,4299,47.45,31.79,203987.55,136665.21,67322.34
Asia,Indonesia,Personal Care,Offline,L,2/19/2010,259202945,2/27/2010,2766,81.73,56.67,226065.18,156749.22,69315.96
Europe,Malta,Baby Food,Online,H,12/31/2012,512733495,1/28/2013,8090,255.28,159.42,2065215.20,1289707.80,775507.40
Asia,Maldives,Fruits,Online,C,6/11/2010,238000190,7/28/2010,8400,9.33,6.92,78372.00,58128.00,20244.00
Asia,Laos,Baby Food,Online,M,3/10/2017,936614358,4/17/2017,3857,255.28,159.42,984614.96,614882.94,369732.02
Sub-Saharan Africa,Nigeria,Cereal,Online,M,12/9/2014,580499827,12/24/2014,1654,205.70,117.11,340227.80,193699.94,146527.86
Sub-Saharan Africa,Eritrea,Beverages,Offline,L,10/5/2016,361892926,10/10/2016,1014,47.45,31.79,48114.30,32235.06,15879.24
Europe,Spain,Office Supplies,Online,H,4/12/2010,643342483,5/3/2010,8192,651.21,524.96,5334712.32,4300472.32,1034240.00
Sub-Saharan Africa,Eritrea,Snacks,Online,L,6/21/2014,507709825,8/3/2014,1474,152.58,97.44,224902.92,143626.56,81276.36
