Sub-Saharan Africa,Sierra Leone,Office Supplies,Online,C,12/6/2011,874237334,1/22/2012,5110,651.21,524.96,3327683.10,2682545.60,645137.50
Asia,Nepal,Cosmetics,Online,C,1/26/2017,961956727,3/4/2017,3227,437.20,263.33,1410844.40,849765.91,561078.49
Europe,Sweden,Office Supplies,Offline,C,4/26/2011,675220859,6/15/2011,1712,651.21,524.96,1114871.52,898731.52,216140.00
Central America and the Caribbean,Panama,Office Supplies,Online,L,9/18/2016,700016057,11/2/2016,9162,651.21,524.96,5966386.02,4809683.52,1156702.50
Europe,Lithuania,Cosmetics,Offline,M,9/28/2014,892641150,10/21/2014,1208,437.20,263.33,528137.60,318102.64,210034.96
Central America and the Caribbean,Jamaica,Snacks,Online,H,8/25/2010,729707467,10/10/2010,5510,152.58,97.44,840715.80,536894.40,303821.40
Europe,Slovenia,Office Supplies,Offline,L,7/18/2014,658138835,7/31/2014,6761,651.21,524.96,4402830.81,3549254.56,853576.25
Asia,Sri Lanka,Clothes,Online,C,11/17/2014,745171582,12/26/2014,1685,109.28,35.84,184136.80,60390.40,123746.40
Australia and Oceania,Federated States of Micronesia,Clothes,Online,L,7/11/2012,228354537,8/6/2012,4037,109.28,35.84,441163.36,144686.08,296477.28
Europe,Italy,Baby Food,Online,H,1/2/2017,665549027,2/10/2017,9602,255.28,159.42,2451198.56,1530750.84,920447.72
Middle East and North Africa,Jordan,Vegetables,Online,H,5/22/2012,984928882,6/23/2012,1198,154.06,90.93,184563.88,108934.14,75629.74
Asia,Brunei,Cosmetics,Offline,M,2/8/2014,634980428,3/2/2014,3674,437.20,263.33,1606272.80,967474.42,638798.38
Sub-Saharan Africa,Togo,Fruits,Offline,M,2/24/2012,934502494,3/8/2012,8910,9.33,6.92,83130.30,61657.20,21473.10
Sub-Saharan Africa,Lesotho,Clothes,Online,M,9/18/2012,122606408,10/13/2012,816,109.28,35.84,89172.48,29245.44,59927.04
Asia,Bangladesh,Fruits,Offline,H,9/19/2011,108715999,10/3/2011,335,9.33,6.92,3125.55,2318.20,807.35
Sub-Saharan Africa,The Gambia,Snacks,Online,C,9/10/2013,622567594,9/10/2013,441,152.58,97.44,67287.78,42971.04,24316.74
Sub-Saharan Africa,Benin,Beverages,Offline,H,11/23/2012,564210021,1/5/2013,1138,47.45,31.79,53998.10,36177.02,17821.08
Middle East and North Africa,Qatar,Office Supplies,Online,L,3/19/2012,254004609,3/30/2012,4463,651.21,524.96,2906350.23,2342896.48,563453.75
